,total volume,irrigation outflow,water_overflow,inflow2A,pump_runtime
2016-01-08 18:00:00,265841.7992769134,320.7924349,0.0,0.0,1.8870143229411769
2016-01-08 19:00:00,265521.0068420134,320.7924349,0.0,0.0,1.9918484519934645
2016-01-08 20:00:00,265200.2144071134,320.7924349,0.0,0.0,2.096682581045752
2016-01-08 21:00:00,264879.4219722134,320.7924349,0.0,0.0,2.2015167100980393
2016-01-08 22:00:00,264558.62953731336,320.7924349,0.0,0.0,2.3063508391503267
2016-01-08 23:00:00,264237.83710241335,320.7924349,0.0,0.0,2.411184968202614
2016-01-09 00:00:00,283552.74382537766,320.7924349,0.0,0.0,0.0
2016-01-09 01:00:00,283199.86248667765,352.8813387,0.0,0.0,0.11532069892156864
2016-01-09 02:00:00,282846.98114797764,352.8813387,0.0,0.0,0.23064139784313725
2016-01-09 03:00:00,282494.0998092776,352.8813387,0.0,0.0,0.3459620967647059
2016-01-09 04:00:00,282141.2184705776,352.8813387,0.0,0.0,0.4612827956862745
2016-01-09 05:00:00,281788.3371318776,352.8813387,0.0,0.0,0.5766034946078431
2016-01-09 06:00:00,281435.4557931776,352.8813387,0.0,0.0,0.6919241935294117
2016-01-09 07:00:00,281082.5744544776,352.8813387,0.0,0.0,0.8072448924509803
2016-01-09 08:00:00,280729.69311577757,352.8813387,0.0,0.0,0.922565591372549
2016-01-09 09:00:00,280376.81177707756,352.8813387,0.0,0.0,1.0378862902941177
2016-01-09 10:00:00,280023.93043837755,352.8813387,0.0,0.0,1.1532069892156864
2016-01-09 11:00:00,279671.04909967753,352.8813387,0.0,0.0,1.2685276881372551
2016-01-09 12:00:00,279318.1677609775,352.8813387,0.0,0.0,1.3838483870588238
2016-01-09 13:00:00,278965.2864222775,352.8813387,0.0,0.0,1.4991690859803926
2016-01-09 14:00:00,278612.4050835775,352.8813387,0.0,0.0,1.6144897849019613
2016-01-09 15:00:00,278259.5237448775,352.8813387,0.0,0.0,1.72981048382353
2016-01-09 16:00:00,277906.6424061775,352.8813387,0.0,0.0,1.8451311827450987
2016-01-09 17:00:00,277553.76106747746,352.8813387,0.0,0.0,1.9604518816666674
2016-01-09 18:00:00,277200.87972877745,352.8813387,0.0,0.0,2.075772580588236
2016-01-09 19:00:00,276847.99839007744,352.8813387,0.0,0.0,2.1910932795098046
2016-01-09 20:00:00,276495.1170513774,352.8813387,0.0,0.0,2.3064139784313733
2016-01-09 21:00:00,276142.2357126774,352.8813387,0.0,0.0,2.421734677352942
2016-01-09 22:00:00,275789.3543739774,352.8813387,0.0,0.0,2.5370553762745107
2016-01-09 23:00:00,275436.4730352774,352.8813387,0.0,0.0,2.6523760751960794
2016-01-10 00:00:00,290884.98903168255,352.8813387,0.0,0.0,0.0
2016-01-10 01:00:00,290519.02826258255,365.9607691,0.0,0.0,0.11959502258169934
2016-01-10 02:00:00,290153.06749348255,365.9607691,0.0,0.0,0.23919004516339867
2016-01-10 03:00:00,289787.10672438255,365.9607691,0.0,0.0,0.358785067745098
2016-01-10 04:00:00,289421.14595528255,365.9607691,0.0,0.0,0.47838009032679735
2016-01-10 05:00:00,289055.18518618256,365.9607691,0.0,0.0,0.5979751129084967
2016-01-10 06:00:00,288689.22441708256,365.9607691,0.0,0.0,0.717570135490196
2016-01-10 07:00:00,288323.26364798256,365.9607691,0.0,0.0,0.8371651580718953
2016-01-10 08:00:00,287957.30287888256,365.9607691,0.0,0.0,0.9567601806535947
2016-01-10 09:00:00,287591.34210978256,365.9607691,0.0,0.0,1.076355203235294
2016-01-10 10:00:00,287225.38134068256,365.9607691,0.0,0.0,1.1959502258169934
2016-01-10 11:00:00,286859.42057158257,365.9607691,0.0,0.0,1.3155452483986927
2016-01-10 12:00:00,286493.45980248257,365.9607691,0.0,0.0,1.435140270980392
2016-01-10 13:00:00,286127.49903338257,365.9607691,0.0,0.0,1.5547352935620913
2016-01-10 14:00:00,285761.5382642826,365.9607691,0.0,0.0,1.6743303161437906
2016-01-10 15:00:00,285395.5774951826,365.9607691,0.0,0.0,1.7939253387254899
2016-01-10 16:00:00,285029.6167260826,365.9607691,0.0,0.0,1.9135203613071892
2016-01-10 17:00:00,284663.6559569826,365.9607691,0.0,0.0,2.0331153838888887
2016-01-10 18:00:00,284297.6951878826,365.9607691,0.0,0.0,2.152710406470588
2016-01-10 19:00:00,283931.7344187826,365.9607691,0.0,0.0,2.2723054290522877
2016-01-10 20:00:00,283565.7736496826,365.9607691,0.0,0.0,2.3919004516339872
2016-01-10 21:00:00,283199.8128805826,365.9607691,0.0,0.0,2.5114954742156868
2016-01-10 22:00:00,282833.8521114826,365.9607691,0.0,0.0,2.6310904967973863
2016-01-10 23:00:00,282467.8913423826,365.9607691,0.0,0.0,2.750685519379086
2016-01-11 00:00:00,301392.3950345484,365.9607691,0.0,0.0,0.0
